Category,Country,Customer ID,Order Date,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Books,France,5972,7/12/23,993,Yes,3,Standard,19.00%,$159.60 ,$120 ,6,5,$36.90 ,$1K
Books,France,8247,9/19/23,735,Yes,3,Standard,31.00%,$562.20 ,$496 ,8,5,$10.90 ,$3K
Books,France,2704,9/8/23,261,Yes,4,Standard,9.00%,$223.80 ,$225 ,4,3,$8.00 ,$1K
Books,France,2433,7/15/23,135,Yes,5,Standard,33.00%,$984.10 ,$122 ,1,2,$46.00 ,$1K
Books,Germany,1089,1/5/23,345,Yes,1,Standard,26.00%,$947.90 ,"$1,264 ",9,0,$47.40 ,$6K
Books,Germany,8534,2/10/23,438,Yes,2,Standard,21.00%,$551.50 ,$441 ,4,0,$38.20 ,$2K
Books,Germany,6164,1/9/23,428,Yes,2,Standard,18.00%,$144.50 ,$178 ,8,0,$39.30 ,$1K
Books,Germany,6346,4/7/23,159,Yes,2,Standard,28.00%,$678.40 ,$554 ,9,1,$33.20 ,$4K
Books,Germany,5908,10/24/23,293,Yes,2,Standard,21.00%,$484.10 ,$350 ,7,3,$31.60 ,$3K
Books,Germany,1657,7/28/23,825,Yes,2,Standard,9.00%,$75.10 ,$79 ,4,5,$31.10 ,$0K
Books,Germany,2920,5/18/23,775,Yes,2,Standard,15.00%,$457.80 ,$258 ,6,5,$37.00 ,$2K
Books,Germany,3182,4/24/23,933,Yes,3,Standard,7.00%,$795.20 ,"$1,088 ",9,1,$41.10 ,$7K
Books,Germany,2336,6/16/23,315,Yes,3,Standard,30.00%,$892.60 ,"$1,232 ",7,3,$32.30 ,$4K
Books,Germany,5671,2/13/23,450,Yes,4,Standard,22.00%,$150.90 ,$153 ,7,1,$29.10 ,$1K
Books,Germany,8995,5/3/23,797,Yes,5,Standard,8.00%,$303.50 ,$374 ,6,1,$3.60 ,$2K
Books,Germany,7751,8/20/23,716,Yes,5,Standard,21.00%,$914.90 ,$418 ,3,3,$12.90 ,$2K
Books,UK,6967,8/2/23,899,Yes,1,Standard,14.00%,$185.40 ,$167 ,6,4,$3.50 ,$1K
Books,UK,1856,5/18/23,451,Yes,2,Standard,20.00%,$215.50 ,$31 ,1,3,$37.80 ,$0K
Books,UK,3671,6/14/23,973,Yes,2,Standard,9.00%,$48.70 ,$36 ,3,3,$23.40 ,$0K
Books,UK,8560,1/17/23,798,Yes,2,Standard,23.00%,$642.00 ,$209 ,3,4,$12.10 ,$1K
Books,UK,6573,1/17/23,790,Yes,3,Standard,10.00%,$559.60 ,$207 ,4,2,$48.70 ,$2K
Books,UK,1291,7/21/23,391,Yes,3,Standard,26.00%,$764.10 ,$418 ,4,2,$50.00 ,$2K
Books,UK,4755,10/17/23,440,Yes,3,Standard,15.00%,$496.10 ,$976 ,10,3,$30.70 ,$4K
Books,UK,7850,5/14/23,681,Yes,3,Standard,32.00%,$242.00 ,$122 ,6,4,$30.80 ,$1K
Books,UK,8820,3/15/23,578,Yes,4,Standard,33.00%,$974.10 ,$237 ,2,5,$8.60 ,$1K
Books,UK,4202,1/21/23,145,Yes,4,Standard,17.00%,$38.10 ,$35 ,9,5,$13.30 ,$0K
Books,USA,9722,6/23/23,372,Yes,1,Standard,5.00%,$921.30 ,"$1,218 ",8,1,$3.70 ,$7K
Books,USA,9471,6/27/23,438,Yes,1,Standard,40.00%,$66.40 ,$85 ,9,3,$32.00 ,$0K
Books,USA,3866,8/17/23,748,Yes,2,Standard,13.00%,$400.60 ,$324 ,5,1,$15.00 ,$2K
Books,USA,4141,3/1/23,631,Yes,2,Standard,10.00%,$811.80 ,$499 ,6,3,$47.40 ,$4K
Books,USA,2277,10/25/23,288,Yes,2,Standard,14.00%,$507.50 ,$391 ,3,4,$39.70 ,$1K
Books,USA,7715,8/6/23,844,Yes,2,Standard,6.00%,$128.70 ,$50 ,4,4,$43.50 ,$0K
Books,USA,3828,5/28/23,265,Yes,3,Standard,11.00%,$163.40 ,$29 ,1,1,$4.70 ,$0K
Books,USA,6698,6/2/23,509,Yes,3,Standard,21.00%,$55.40 ,$24 ,5,3,$46.50 ,$0K
Books,USA,5350,10/24/23,116,Yes,3,Standard,27.00%,$701.70 ,$914 ,6,4,$6.10 ,$3K
Books,USA,5985,10/3/23,589,Yes,3,Standard,23.00%,$986.70 ,"$1,984 ",9,4,$28.80 ,$7K
Books,USA,3642,8/17/23,918,Yes,3,Standard,18.00%,$153.60 ,$232 ,10,5,$44.90 ,$1K
Books,USA,9568,7/10/23,161,Yes,4,Standard,5.00%,$565.00 ,$548 ,7,2,$19.30 ,$4K
Books,USA,3952,9/12/23,839,Yes,4,Standard,7.00%,$297.40 ,$144 ,5,4,$12.80 ,$1K
Books,USA,5771,9/24/23,33,Yes,5,Standard,39.00%,$879.50 ,$242 ,2,0,$10.80 ,$1K
Books,USA,8633,4/9/23,171,Yes,5,Standard,26.00%,$57.40 ,$26 ,4,1,$10.80 ,$0K
Books,USA,9682,10/4/23,396,Yes,5,Standard,30.00%,$25.00 ,$11 ,4,4,$13.30 ,$0K
Books,USA,9736,12/19/23,230,Yes,5,Standard,9.00%,$745.50 ,$796 ,7,4,$38.60 ,$5K
Books,USA,6266,12/7/23,172,Yes,5,Standard,31.00%,$671.30 ,$756 ,8,5,$34.40 ,$4K
Clothing,Canada,5184,10/14/23,636,Yes,1,Standard,31.00%,$949.30 ,$267 ,3,0,$26.90 ,$2K
Clothing,Canada,8575,9/25/23,276,Yes,1,Standard,30.00%,$355.60 ,$299 ,6,2,$19.20 ,$1K
Clothing,Canada,6109,5/12/23,498,Yes,2,Standard,12.00%,$377.80 ,$513 ,6,0,$16.70 ,$2K
Clothing,Canada,6059,6/19/23,132,Yes,2,Standard,29.00%,$742.70 ,$927 ,7,0,$34.50 ,$4K
Clothing,Canada,7312,1/1/23,570,Yes,2,Standard,30.00%,$667.30 ,$511 ,8,0,$16.80 ,$4K
Clothing,Canada,9137,4/18/23,866,Yes,2,Standard,17.00%,$402.20 ,$477 ,10,1,$23.30 ,$3K
Clothing,Canada,4767,3/5/23,456,Yes,2,Standard,26.00%,$660.10 ,$643 ,9,2,$4.00 ,$4K
Clothing,Canada,1453,4/5/23,580,Yes,2,Standard,35.00%,$149.20 ,$164 ,10,3,$43.60 ,$1K
Clothing,Canada,6191,8/14/23,305,Yes,3,Standard,19.00%,$168.50 ,$126 ,4,4,$4.10 ,$1K
Clothing,Canada,4696,4/2/23,916,Yes,4,Standard,23.00%,$784.80 ,$541 ,3,5,$22.70 ,$2K
Clothing,Canada,1915,12/18/23,316,Yes,5,Standard,11.00%,$99.20 ,$165 ,10,4,$10.50 ,$1K
Clothing,France,2756,9/20/23,200,Yes,1,Standard,13.00%,$617.20 ,$841 ,6,1,$37.20 ,$3K
Clothing,France,3885,2/1/23,392,Yes,2,Standard,29.00%,$68.30 ,$26 ,3,2,$11.60 ,$0K
Clothing,France,7688,6/12/23,221,Yes,2,Standard,20.00%,$165.00 ,$268 ,8,3,$32.00 ,$1K
Clothing,France,3541,1/5/23,973,Yes,2,Standard,29.00%,$844.90 ,"$1,153 ",8,3,$33.30 ,$5K
Clothing,France,9097,4/26/23,184,Yes,3,Standard,37.00%,$470.90 ,$364 ,6,0,$19.90 ,$2K
Clothing,France,6980,12/14/23,289,Yes,3,Standard,12.00%,$451.40 ,$233 ,2,4,$18.70 ,$1K
Clothing,France,8786,2/18/23,980,Yes,4,Standard,18.00%,$689.90 ,"$1,121 ",8,1,$15.50 ,$5K
Clothing,France,6838,7/10/23,122,Yes,4,Standard,25.00%,$258.30 ,$80 ,3,2,$18.70 ,$1K
Clothing,France,2017,11/16/23,394,Yes,4,Standard,17.00%,$815.40 ,"$1,101 ",8,4,$44.00 ,$5K
Clothing,France,6302,8/14/23,159,Yes,4,Standard,15.00%,$927.30 ,"$1,003 ",10,4,$10.30 ,$8K
Clothing,France,2531,8/24/23,220,Yes,4,Standard,23.00%,$996.90 ,$599 ,7,5,$28.20 ,$5K
Clothing,France,5428,4/12/23,260,Yes,5,Standard,38.00%,$815.60 ,$410 ,5,1,$6.00 ,$3K
Clothing,France,4704,8/27/23,848,Yes,5,Standard,31.00%,$915.10 ,$648 ,7,5,$32.70 ,$4K
Clothing,Germany,8248,6/24/23,399,Yes,1,Standard,17.00%,$298.30 ,$179 ,4,3,$47.50 ,$1K
Clothing,Germany,8617,9/20/23,792,Yes,2,Standard,37.00%,$256.70 ,$255 ,10,0,$33.50 ,$2K
Clothing,Germany,7316,3/11/23,349,Yes,3,Standard,24.00%,$833.80 ,$672 ,5,0,$22.20 ,$3K
Clothing,Germany,4510,7/26/23,570,Yes,3,Standard,21.00%,$284.70 ,$62 ,1,3,$14.10 ,$0K
Clothing,Germany,3654,7/14/23,525,Yes,3,Standard,13.00%,$331.20 ,$684 ,10,3,$42.90 ,$3K
Clothing,Germany,6298,1/14/23,595,Yes,3,Standard,13.00%,$77.30 ,$83 ,5,4,$10.20 ,$0K
Clothing,Germany,1003,3/4/23,698,Yes,4,Standard,24.00%,$665.10 ,$387 ,4,0,$9.80 ,$2K
Clothing,Germany,7372,5/1/23,765,Yes,4,Standard,11.00%,$543.60 ,"$1,012 ",7,1,$23.60 ,$3K
Clothing,Germany,6764,9/10/23,295,Yes,4,Standard,35.00%,$114.60 ,$37 ,2,3,$42.30 ,$0K
Clothing,Germany,8706,4/28/23,743,Yes,5,Standard,27.00%,$634.40 ,$794 ,7,1,$31.30 ,$3K
Clothing,Germany,4497,1/20/23,703,Yes,5,Standard,22.00%,$11.20 ,$23 ,9,2,$38.00 ,$0K
Clothing,Germany,2098,1/26/23,915,Yes,5,Standard,8.00%,$890.80 ,$914 ,4,3,$31.80 ,$3K
Clothing,Germany,1149,9/10/23,587,Yes,5,Standard,11.00%,$78.40 ,$55 ,6,4,$4.00 ,$0K
Clothing,Germany,3295,2/11/23,741,Yes,5,Standard,18.00%,$680.50 ,$649 ,6,5,$44.70 ,$3K
Clothing,UK,9389,9/25/23,242,Yes,1,Standard,9.00%,$227.70 ,$198 ,7,4,$35.40 ,$1K
Clothing,UK,5634,5/14/23,73,Yes,1,Standard,31.00%,$992.40 ,"$1,015 ",8,5,$6.60 ,$5K
Clothing,UK,8198,3/4/23,811,Yes,2,Standard,18.00%,$477.20 ,$128 ,2,2,$11.60 ,$1K
Clothing,UK,6206,4/18/23,182,Yes,3,Standard,14.00%,$835.00 ,$491 ,6,0,$35.10 ,$4K
Clothing,UK,8859,4/22/23,927,Yes,3,Standard,9.00%,$22.20 ,$53 ,10,1,$20.30 ,$0K
Clothing,UK,5298,12/4/23,639,Yes,3,Standard,20.00%,$833.50 ,$584 ,5,4,$41.80 ,$3K
Clothing,UK,4051,9/27/23,434,Yes,4,Standard,14.00%,$738.60 ,$574 ,4,0,$43.80 ,$3K
Clothing,UK,5082,9/1/23,439,Yes,4,Standard,23.00%,$728.90 ,$395 ,4,3,$48.50 ,$2K
Clothing,UK,5287,2/6/23,665,Yes,5,Standard,21.00%,$652.00 ,$370 ,6,0,$33.40 ,$3K
Clothing,UK,1266,11/7/23,297,Yes,5,Standard,11.00%,$731.40 ,$178 ,1,1,$4.10 ,$1K
Clothing,UK,9948,3/10/23,630,Yes,5,Standard,8.00%,$979.30 ,$601 ,3,3,$45.30 ,$3K
Clothing,UK,8536,12/17/23,984,Yes,5,Standard,31.00%,$506.90 ,$75 ,1,4,$28.30 ,$0K
Clothing,UK,5151,11/4/23,785,Yes,5,Standard,38.00%,$897.00 ,$237 ,4,4,$25.40 ,$2K
Clothing,USA,3734,7/26/23,914,Yes,1,Standard,13.00%,$79.80 ,$16 ,1,0,$5.30 ,$0K
Clothing,USA,5927,3/9/23,964,Yes,1,Standard,30.00%,$837.40 ,$446 ,3,0,$10.50 ,$2K
Clothing,USA,2563,9/8/23,568,Yes,1,Standard,20.00%,$601.60 ,"$1,283 ",9,2,$29.50 ,$4K
Clothing,USA,8412,2/10/23,859,Yes,1,Standard,26.00%,$564.20 ,$675 ,10,3,$17.70 ,$4K
Clothing,USA,7106,3/16/23,253,Yes,1,Standard,34.00%,$991.00 ,$453 ,3,4,$37.30 ,$2K
Clothing,USA,3557,11/27/23,204,Yes,1,Standard,13.00%,$464.30 ,$446 ,7,4,$7.80 ,$3K
Clothing,USA,6553,11/7/23,811,Yes,1,Standard,38.00%,$519.30 ,$445 ,9,4,$43.40 ,$3K
Clothing,USA,6256,10/9/23,141,Yes,1,Standard,20.00%,$35.50 ,$8 ,1,5,$9.40 ,$0K
Clothing,USA,6664,2/28/23,702,Yes,2,Standard,30.00%,$744.30 ,$535 ,9,1,$3.70 ,$5K
Clothing,USA,3478,11/17/23,867,Yes,2,Standard,6.00%,$743.70 ,$117 ,1,2,$28.10 ,$1K
Clothing,USA,4162,9/28/23,821,Yes,2,Standard,17.00%,$698.80 ,"$1,080 ",7,2,$29.10 ,$4K
Clothing,USA,1289,12/2/23,706,Yes,2,Standard,14.00%,$317.80 ,$395 ,5,5,$44.20 ,$1K
Clothing,USA,4569,11/19/23,89,Yes,3,Standard,13.00%,$27.10 ,$2 ,1,1,$22.40 ,$0K
Clothing,USA,8217,4/22/23,946,Yes,3,Standard,15.00%,$445.90 ,$694 ,9,3,$29.50 ,$3K
Clothing,USA,3579,3/14/23,954,Yes,4,Standard,39.00%,$648.00 ,$469 ,6,0,$30.50 ,$2K
Clothing,USA,5017,9/25/23,263,Yes,4,Standard,17.00%,$436.80 ,$162 ,3,3,$48.50 ,$1K
Clothing,USA,1504,6/18/23,182,Yes,4,Standard,10.00%,$394.10 ,$297 ,7,3,$4.90 ,$2K
Clothing,USA,6272,3/13/23,11,Yes,5,Standard,19.00%,$553.00 ,$862 ,7,0,$28.30 ,$3K
Clothing,USA,7267,8/7/23,665,Yes,5,Standard,40.00%,$71.80 ,$112 ,9,1,$25.20 ,$0K
Clothing,USA,1835,2/26/23,296,Yes,5,Standard,38.00%,$828.80 ,$998 ,8,2,$43.70 ,$4K
Clothing,USA,4726,3/20/23,129,Yes,5,Standard,27.00%,$502.70 ,$817 ,10,2,$12.80 ,$4K
Clothing,USA,6793,8/7/23,613,Yes,5,Standard,26.00%,$659.80 ,$696 ,8,5,$24.10 ,$4K
Electronics,Canada,8799,4/16/23,369,Yes,1,Standard,20.00%,$446.10 ,$478 ,7,3,$16.60 ,$2K
Electronics,Canada,4571,5/26/23,516,Yes,1,Standard,22.00%,$636.10 ,"$1,015 ",7,4,$20.40 ,$3K
Electronics,Canada,6020,3/6/23,666,Yes,1,Standard,32.00%,$224.50 ,$92 ,3,5,$9.30 ,$0K
Electronics,Canada,1361,4/8/23,821,Yes,2,Standard,25.00%,$238.20 ,$28 ,1,0,$45.80 ,$0K
Electronics,Canada,2131,8/15/23,257,Yes,2,Standard,14.00%,$421.70 ,$197 ,3,4,$12.70 ,$1K
Electronics,Canada,3792,7/22/23,41,Yes,3,Standard,5.00%,$285.80 ,$309 ,5,0,$29.10 ,$1K
Electronics,Canada,6578,3/26/23,81,Yes,3,Standard,21.00%,$645.30 ,$385 ,3,4,$45.20 ,$2K
Electronics,Canada,3445,2/27/23,897,Yes,4,Standard,21.00%,$847.80 ,$658 ,4,1,$45.60 ,$3K
Electronics,Canada,8471,7/14/23,167,Yes,4,Standard,20.00%,$322.10 ,$259 ,5,4,$14.80 ,$1K
Electronics,Canada,6714,2/1/23,223,Yes,5,Standard,14.00%,$55.80 ,$98 ,9,3,$49.50 ,$0K
Electronics,Canada,7876,9/26/23,133,Yes,5,Standard,38.00%,$65.50 ,$15 ,2,4,$23.10 ,$0K
Electronics,France,6906,2/5/23,698,Yes,1,Standard,16.00%,$524.60 ,$435 ,8,0,$20.40 ,$4K
Electronics,France,4130,6/13/23,220,Yes,1,Standard,26.00%,$864.40 ,"$1,133 ",8,0,$47.40 ,$5K
Electronics,France,5485,1/19/23,19,Yes,1,Standard,19.00%,$645.50 ,$179 ,3,5,$20.40 ,$2K
Electronics,France,9873,6/26/23,711,Yes,2,Standard,8.00%,$586.00 ,"$1,347 ",10,3,$10.00 ,$5K
Electronics,France,8351,3/17/23,194,Yes,2,Standard,20.00%,$463.80 ,$760 ,10,3,$6.50 ,$4K
Electronics,France,3788,12/2/23,261,Yes,2,Standard,21.00%,$76.30 ,$34 ,2,4,$43.00 ,$0K
Electronics,France,9180,1/3/23,76,Yes,2,Standard,26.00%,$942.10 ,$303 ,2,4,$46.50 ,$1K
Electronics,France,1683,2/12/23,433,Yes,2,Standard,35.00%,$540.10 ,$152 ,2,4,$6.50 ,$1K
Electronics,France,8180,10/11/23,453,Yes,2,Standard,17.00%,$463.60 ,$423 ,5,5,$22.50 ,$2K
Electronics,France,6091,11/28/23,45,Yes,2,Standard,14.00%,$679.00 ,"$1,490 ",10,5,$33.50 ,$6K
Electronics,France,9136,6/12/23,204,Yes,3,Standard,10.00%,$360.50 ,$425 ,5,1,$5.80 ,$2K
Electronics,France,1866,3/18/23,577,Yes,3,Standard,30.00%,$926.40 ,"$1,358 ",9,1,$10.00 ,$6K
Electronics,France,9976,3/10/23,930,Yes,3,Standard,20.00%,$329.60 ,$349 ,10,1,$10.90 ,$3K
Electronics,France,3978,7/12/23,423,Yes,4,Standard,35.00%,$245.70 ,$328 ,9,3,$32.10 ,$1K
Electronics,France,5364,1/27/23,575,Yes,4,Standard,11.00%,$654.20 ,$579 ,4,5,$30.00 ,$2K
Electronics,France,1689,10/14/23,143,Yes,5,Standard,31.00%,$281.20 ,$95 ,2,0,$44.10 ,$0K
Electronics,France,1508,11/9/23,816,Yes,5,Standard,40.00%,$601.50 ,$294 ,7,2,$9.60 ,$3K
Electronics,France,4825,1/3/23,198,Yes,5,Standard,34.00%,$883.10 ,$112 ,1,5,$8.00 ,$1K
Electronics,Germany,2497,7/6/23,946,Yes,2,Standard,27.00%,$865.90 ,$257 ,3,1,$37.30 ,$2K
Electronics,Germany,9741,5/4/23,460,Yes,2,Standard,7.00%,$803.00 ,$355 ,4,2,$48.00 ,$3K
Electronics,Germany,2265,9/10/23,701,Yes,2,Standard,16.00%,$977.40 ,$915 ,10,3,$43.70 ,$8K
Electronics,Germany,4562,2/5/23,82,Yes,2,Standard,22.00%,$764.60 ,$975 ,7,5,$25.50 ,$4K
Electronics,Germany,7112,7/24/23,809,Yes,3,Standard,21.00%,$879.70 ,$771 ,4,0,$32.10 ,$3K
Electronics,Germany,3839,7/23/23,250,Yes,3,Standard,9.00%,$123.30 ,$230 ,7,2,$31.90 ,$1K
Electronics,Germany,5980,7/18/23,5,Yes,3,Standard,29.00%,$523.20 ,$97 ,2,5,$48.90 ,$1K
Electronics,Germany,7750,9/2/23,386,Yes,4,Standard,12.00%,$887.90 ,$172 ,1,0,$17.90 ,$1K
Electronics,UK,3217,5/4/23,888,Yes,1,Standard,7.00%,$901.50 ,$736 ,8,1,$43.70 ,$7K
Electronics,UK,5270,6/13/23,355,Yes,1,Standard,19.00%,$419.30 ,$164 ,3,3,$8.40 ,$1K
Electronics,UK,6534,8/10/23,39,Yes,1,Standard,34.00%,$338.20 ,$249 ,5,4,$8.00 ,$1K
Electronics,UK,2549,7/15/23,756,Yes,1,Standard,12.00%,$664.70 ,$599 ,10,4,$44.30 ,$6K
Electronics,UK,6500,9/5/23,528,Yes,1,Standard,7.00%,$683.10 ,$486 ,6,5,$39.40 ,$4K
Electronics,UK,3018,9/6/23,412,Yes,2,Standard,17.00%,$962.20 ,"$1,341 ",6,0,$8.90 ,$5K
Electronics,UK,6106,5/12/23,272,Yes,2,Standard,13.00%,$547.70 ,$563 ,6,3,$15.10 ,$3K
Electronics,UK,8316,8/1/23,112,Yes,2,Standard,24.00%,$931.00 ,"$1,211 ",10,3,$28.90 ,$7K
Electronics,UK,1582,10/20/23,813,Yes,2,Standard,33.00%,$257.00 ,$223 ,8,5,$19.30 ,$1K
Electronics,UK,4005,5/20/23,92,Yes,3,Standard,38.00%,$772.50 ,$137 ,1,1,$23.50 ,$0K
Electronics,UK,8550,11/3/23,784,Yes,4,Standard,9.00%,$262.60 ,$53 ,2,0,$11.80 ,$0K
Electronics,UK,2207,6/7/23,256,Yes,4,Standard,35.00%,$910.30 ,$238 ,2,2,$47.40 ,$1K
Electronics,UK,4608,9/15/23,354,Yes,4,Standard,9.00%,$137.40 ,$265 ,10,2,$43.90 ,$1K
Electronics,UK,7816,4/8/23,973,Yes,4,Standard,16.00%,$36.20 ,$39 ,5,3,$44.50 ,$0K
Electronics,UK,4887,5/27/23,815,Yes,5,Standard,21.00%,$397.50 ,$437 ,10,2,$10.50 ,$3K
Electronics,UK,8257,1/26/23,438,Yes,5,Standard,22.00%,$489.30 ,$419 ,4,3,$3.50 ,$2K
Electronics,UK,5215,12/25/23,740,Yes,5,Standard,17.00%,$64.70 ,$80 ,7,4,$35.00 ,$0K
Electronics,UK,1339,3/15/23,14,Yes,5,Standard,30.00%,$300.20 ,$163 ,5,5,$19.40 ,$1K
Electronics,USA,9142,4/12/23,398,Yes,1,Standard,17.00%,$964.00 ,$175 ,1,0,$28.30 ,$1K
Electronics,USA,3522,2/12/23,920,Yes,1,Standard,26.00%,$716.70 ,$636 ,9,2,$37.80 ,$5K
Electronics,USA,4886,11/19/23,535,Yes,1,Standard,25.00%,$764.90 ,"$1,492 ",9,4,$38.60 ,$5K
Electronics,USA,7502,1/12/23,362,Yes,1,Standard,34.00%,$500.10 ,$757 ,9,4,$11.60 ,$3K
Electronics,USA,5039,5/1/23,530,Yes,2,Standard,23.00%,$141.00 ,$48 ,2,0,$28.00 ,$0K
Electronics,USA,2952,3/6/23,778,Yes,2,Standard,19.00%,$165.00 ,$143 ,4,1,$30.60 ,$1K
Electronics,USA,7166,3/25/23,136,Yes,2,Standard,15.00%,$277.80 ,$523 ,10,2,$4.20 ,$2K
Electronics,USA,2919,12/3/23,365,Yes,3,Standard,29.00%,$621.80 ,$669 ,7,0,$19.20 ,$3K
Electronics,USA,4909,3/28/23,500,Yes,3,Standard,17.00%,$452.90 ,$257 ,3,1,$5.10 ,$1K
Electronics,USA,1907,7/4/23,647,Yes,3,Standard,35.00%,$819.30 ,$422 ,7,1,$38.50 ,$4K
Electronics,USA,2436,7/20/23,737,Yes,4,Standard,17.00%,$789.30 ,$666 ,9,2,$38.80 ,$6K
Electronics,USA,4250,6/23/23,100,Yes,5,Standard,29.00%,$909.30 ,$751 ,4,0,$25.40 ,$3K
Electronics,USA,7364,1/12/23,578,Yes,5,Standard,16.00%,$135.90 ,$56 ,2,2,$46.20 ,$0K
Electronics,USA,6614,5/17/23,555,Yes,5,Standard,37.00%,$566.80 ,$818 ,8,2,$21.40 ,$3K
Electronics,USA,5670,9/22/23,467,Yes,5,Standard,6.00%,$566.40 ,$392 ,5,4,$6.70 ,$3K
Home,Canada,4752,11/9/23,798,Yes,1,Standard,26.00%,$697.30 ,$598 ,6,2,$11.30 ,$3K
Home,Canada,5713,6/1/23,306,Yes,1,Standard,24.00%,$824.30 ,$257 ,3,4,$27.20 ,$2K
Home,Canada,1344,6/12/23,791,Yes,1,Standard,33.00%,$235.60 ,$191 ,6,5,$50.00 ,$1K
Home,Canada,5113,9/23/23,551,Yes,2,Standard,10.00%,$363.40 ,$232 ,7,3,$40.10 ,$2K
Home,Canada,8298,12/11/23,257,Yes,2,Standard,31.00%,$236.80 ,$256 ,6,5,$10.20 ,$1K
Home,Canada,4327,5/16/23,384,Yes,2,Standard,15.00%,$926.10 ,$859 ,10,5,$14.30 ,$8K
Home,Canada,6922,1/13/23,744,Yes,3,Standard,32.00%,$994.80 ,$155 ,1,0,$44.40 ,$1K
Home,Canada,5211,8/17/23,386,Yes,3,Standard,33.00%,$909.80 ,"$1,458 ",8,3,$34.00 ,$5K
Home,Canada,8390,4/21/23,828,Yes,3,Standard,16.00%,$621.60 ,$570 ,4,5,$49.10 ,$2K
Home,Canada,1887,11/1/23,598,Yes,4,Standard,19.00%,$712.90 ,$887 ,6,3,$32.20 ,$3K
Home,Canada,2240,11/12/23,782,Yes,4,Standard,25.00%,$566.30 ,$502 ,9,5,$34.10 ,$4K
Home,Canada,3120,12/28/23,645,Yes,4,Standard,39.00%,$13.60 ,$14 ,9,5,$31.30 ,$0K
Home,Canada,5271,12/15/23,616,Yes,5,Standard,18.00%,$222.60 ,$55 ,2,0,$44.30 ,$0K
Home,Canada,8297,6/27/23,458,Yes,5,Standard,35.00%,$560.50 ,$100 ,1,2,$36.70 ,$0K
Home,Canada,9409,11/14/23,987,Yes,5,Standard,9.00%,$814.80 ,"$1,526 ",10,3,$28.20 ,$7K
Home,Canada,1954,7/16/23,406,Yes,5,Standard,10.00%,$212.40 ,$130 ,3,5,$23.20 ,$1K
Home,France,2673,9/4/23,271,Yes,1,Standard,11.00%,$379.00 ,$530 ,7,1,$17.90 ,$2K
Home,France,5344,6/3/23,73,Yes,1,Standard,8.00%,$924.00 ,$521 ,3,3,$24.00 ,$3K
Home,France,7038,4/18/23,632,Yes,2,Standard,14.00%,$347.60 ,$502 ,8,2,$29.30 ,$2K
Home,France,1979,10/7/23,723,Yes,2,Standard,22.00%,$44.40 ,$37 ,4,4,$8.00 ,$0K
Home,France,2159,10/9/23,674,Yes,2,Standard,31.00%,$683.60 ,$643 ,6,4,$35.50 ,$3K
Home,France,1421,11/25/23,362,Yes,2,Standard,19.00%,$351.40 ,$228 ,7,4,$18.50 ,$2K
Home,France,5163,12/10/23,326,Yes,2,Standard,5.00%,$536.20 ,"$1,087 ",9,5,$21.60 ,$5K
Home,France,1942,12/5/23,20,Yes,3,Standard,7.00%,$741.20 ,"$1,107 ",9,4,$36.50 ,$6K
Home,France,7797,4/7/23,869,Yes,3,Standard,21.00%,$351.10 ,$552 ,10,4,$34.80 ,$3K
Home,France,2364,4/10/23,346,Yes,4,Standard,37.00%,$349.40 ,$147 ,4,0,$19.00 ,$1K
Home,France,5418,12/26/23,409,Yes,4,Standard,26.00%,$581.00 ,$716 ,7,4,$38.00 ,$3K
Home,France,8458,4/23/23,474,Yes,4,Standard,12.00%,$401.70 ,$649 ,8,4,$5.50 ,$3K
Home,France,6731,3/20/23,1000,Yes,5,Standard,8.00%,$559.70 ,$769 ,5,4,$38.90 ,$3K
Home,Germany,1942,8/25/23,958,Yes,1,Standard,9.00%,$387.90 ,$337 ,5,1,$43.80 ,$2K
Home,Germany,4847,5/21/23,781,Yes,1,Standard,16.00%,$964.40 ,$155 ,1,2,$36.50 ,$1K
Home,Germany,1559,7/1/23,951,Yes,1,Standard,36.00%,$390.60 ,$54 ,2,2,$22.40 ,$0K
Home,Germany,4121,4/8/23,697,Yes,1,Standard,37.00%,$731.40 ,$285 ,5,2,$31.50 ,$2K
Home,Germany,8323,5/28/23,486,Yes,1,Standard,15.00%,$488.20 ,$189 ,3,3,$22.30 ,$1K
Home,Germany,1616,9/26/23,755,Yes,1,Standard,39.00%,$634.10 ,$382 ,4,4,$43.30 ,$2K
Home,Germany,9954,10/2/23,383,Yes,2,Standard,22.00%,$118.50 ,$79 ,7,3,$6.40 ,$1K
Home,Germany,8058,1/27/23,3,Yes,2,Standard,33.00%,$703.50 ,$201 ,4,5,$14.40 ,$2K
Home,Germany,7487,4/17/23,630,Yes,2,Standard,9.00%,$85.20 ,$82 ,10,5,$41.30 ,$1K
Home,Germany,8554,2/6/23,217,Yes,3,Standard,12.00%,$847.90 ,$623 ,4,0,$6.70 ,$3K
Home,Germany,8763,8/10/23,830,Yes,3,Standard,22.00%,$478.20 ,$82 ,2,1,$8.80 ,$1K
Home,Germany,7791,9/2/23,311,Yes,3,Standard,18.00%,$610.90 ,$238 ,3,4,$41.40 ,$2K
Home,Germany,7764,6/10/23,820,Yes,5,Standard,38.00%,$112.10 ,$7 ,1,0,$16.00 ,$0K
